,0,
76710,40.07352941,109.0000174
76524,40.07352941,109.0000174
75570,40.07352941,109.0000174
75771,40.07352941,109.0000174
75702,40.07352941,109.0000174
76240,40.07352941,109.0000174
78358,40.07352941,109.0000174
78959,40.07352941,109.0000174
75670,40.07352941,109.0000174
75961,40.07352941,109.0000174
75707,40.07352941,109.0000174
77662,40.07352941,109.0000174
76306,40.07352941,109.0000174
75469,40.07352941,109.0000174
76622,40.07352941,109.0000174
78648,40.07352941,109.0000174
78639,40.07352941,109.0000174
75657,40.07352941,109.0000174
75708,40.07352941,109.0000174
76446,40.07352941,109.0000174
77663,40.07352941,109.0000174
76525,40.07352941,109.0000174
79102,40.07352941,109.0000174
77995,40.07352941,109.0000174
75762,40.07352941,109.0000174
75561,40.07352941,109.0000174
75650,40.07352941,109.0000174
76426,40.07352941,109.0000174
77585,40.07352941,109.0000174
75140,40.07352941,109.0000174
75497,40.07352941,109.0000174
77664,40.07352941,109.0000174
77974,40.07352941,109.0000174
75567,40.07352941,109.0000174
78632,40.07352941,109.0000174
76538,40.07352941,109.0000174
75494,40.07352941,109.0000174
78387,40.07352941,109.0000174
77519,40.07352941,109.0000174
77831,40.07352941,109.0000174
75861,40.44117647,110.0000176
76641,40.44117647,110.0000176
76472,40.44117647,110.0000176
75436,40.44117647,110.0000176
75756,40.44117647,110.0000176
75846,40.44117647,110.0000176
78113,40.44117647,110.0000176
76693,40.44117647,110.0000176
76626,40.44117647,110.0000176
75155,40.44117647,110.0000176
79101,40.44117647,110.0000176
75446,40.44117647,110.0000176
76527,40.44117647,110.0000176
76635,40.44117647,110.0000176
75683,40.44117647,110.0000176
76648,40.44117647,110.0000176
75144,40.44117647,110.0000176
76475,40.44117647,110.0000176
76271,40.44117647,110.0000176
75975,40.44117647,110.0000176
76457,40.44117647,110.0000176
75479,40.44117647,110.0000176
78059,40.44117647,110.0000176
75102,40.44117647,110.0000176
76252,40.44117647,110.0000176
75416,40.44117647,110.0000176
76570,40.44117647,110.0000176
75163,40.44117647,110.0000176
76656,40.44117647,110.0000176
75453,40.44117647,110.0000176
78362,40.44117647,110.0000176
75839,40.44117647,110.0000176
78607,40.44117647,110.0000176
78611,40.44117647,110.0000176
78840,40.44117647,110.0000176
77979,40.44117647,110.0000176
75783,40.44117647,110.0000176
79080,40.44117647,110.0000176
77857,40.44117647,110.0000176
78041,40.44117647,110.0000176
75135,40.44117647,110.0000176
76566,40.44117647,110.0000176
76890,40.44117647,110.0000176
78119,40.44117647,110.0000176
76238,40.44117647,110.0000176
78374,40.44117647,110.0000176
78877,40.44117647,110.0000176
76367,40.44117647,110.0000176
76520,40.44117647,110.0000176
76679,40.44117647,110.0000176
76567,40.44117647,110.0000176
75682,40.44117647,110.0000176
75785,40.44117647,110.0000176
75862,40.44117647,110.0000176
76484,40.44117647,110.0000176
76486,40.44117647,110.0000176
77359,40.44117647,110.0000176
76827,40.44117647,110.0000176
75468,40.44117647,110.0000176
76070,40.44117647,110.0000176
76643,40.44117647,110.0000176
75492,40.44117647,110.0000176
75438,40.44117647,110.0000176
75784,40.44117647,110.0000176
75965,40.44117647,110.0000176
76239,40.44117647,110.0000176
75964,40.44117647,110.0000176
76308,40.44117647,110.0000176
76712,40.44117647,110.0000176
78359,40.44117647,110.0000176
78644,40.44117647,110.0000176
76453,40.44117647,110.0000176
78382,40.44117647,110.0000176
75852,40.44117647,110.0000176
78657,40.44117647,110.0000176
79527,40.44117647,110.0000176
75844,40.44117647,110.0000176
77611,40.44117647,110.0000176
76673,40.44117647,110.0000176
78372,40.44117647,110.0000176
75803,40.44117647,110.0000176
76556,40.44117647,110.0000176
79372,40.44117647,110.0000176
75765,40.44117647,110.0000176
76511,40.44117647,110.0000176
76250,40.44117647,110.0000176
75411,40.44117647,110.0000176
75474,40.44117647,110.0000176
77630,40.44117647,110.0000176
75669,40.44117647,110.0000176
77340,40.44117647,110.0000176
77657,40.44117647,110.0000176
75751,40.44117647,110.0000176
76518,40.44117647,110.0000176
77659,40.44117647,110.0000176
75672,40.44117647,110.0000176
77656,40.44117647,110.0000176
75460,40.44117647,110.0000176
75801,40.44117647,110.0000176
79367,40.44117647,110.0000176
79561,40.44117647,110.0000176
77840,40.44117647,110.0000176
78332,40.80882353,111.0000178
78336,40.80882353,111.0000178
78940,40.80882353,111.0000178
75652,40.80882353,111.0000178
76522,40.80882353,111.0000178
76401,40.80882353,111.0000178
77419,40.80882353,111.0000178
79007,40.80882353,111.0000178
77833,40.80882353,111.0000178
75501,40.80882353,111.0000178
75156,40.80882353,111.0000178
79083,40.80882353,111.0000178
79765,40.80882353,111.0000178
78886,40.80882353,111.0000178
75681,40.80882353,111.0000178
79549,40.80882353,111.0000178
76265,40.80882353,111.0000178
78944,40.80882353,111.0000178
76823,40.80882353,111.0000178
78950,40.80882353,111.0000178
77426,40.80882353,111.0000178
77836,40.80882353,111.0000178
78931,40.80882353,111.0000178
75447,40.80882353,111.0000178
78933,40.80882353,111.0000178
75667,40.80882353,111.0000178
77434,40.80882353,111.0000178
75754,40.80882353,111.0000178
78946,40.80882353,111.0000178
76272,40.80882353,111.0000178
75752,40.80882353,111.0000178
78934,40.80882353,111.0000178
77482,40.80882353,111.0000178
75853,40.80882353,111.0000178
75477,40.80882353,111.0000178
77632,40.80882353,111.0000178
79526,40.80882353,111.0000178
77835,40.80882353,111.0000178
78643,40.80882353,111.0000178
75755,40.80882353,111.0000178
76801,40.80882353,111.0000178
75476,40.80882353,111.0000178
75488,40.80882353,111.0000178
76432,40.80882353,111.0000178
75439,40.80882353,111.0000178
75936,40.80882353,111.0000178
76310,40.80882353,111.0000178
79036,40.80882353,111.0000178
78609,40.80882353,111.0000178
76639,40.80882353,111.0000178
77483,40.80882353,111.0000178
75473,40.80882353,111.0000178
77442,40.80882353,111.0000178
76374,40.80882353,111.0000178
75428,40.80882353,111.0000178
79336,40.80882353,111.0000178
78003,40.80882353,111.0000178
77415,40.80882353,111.0000178
78943,40.80882353,111.0000178
78932,40.80882353,111.0000178
78935,40.80882353,111.0000178
78064,40.80882353,111.0000178
77845,40.80882353,111.0000178
77418,40.80882353,111.0000178
76642,40.80882353,111.0000178
76078,40.80882353,111.0000178
75110,40.80882353,111.0000178
77880,40.80882353,111.0000178
75486,40.80882353,111.0000178
75109,40.80882353,111.0000178
75475,40.80882353,111.0000178
77371,40.80882353,111.0000178
76704,40.80882353,111.0000178
76653,40.80882353,111.0000178
79068,40.80882353,111.0000178
75421,40.80882353,111.0000178
76067,40.80882353,111.0000178
78672,40.80882353,111.0000178
77616,41.17647059,112.0000179
75976,41.17647059,112.0000179
77456,41.17647059,112.0000179
76449,41.17647059,112.0000179
75490,41.17647059,112.0000179
75643,41.17647059,112.0000179
75556,41.17647059,112.0000179
78954,41.17647059,112.0000179
77983,41.17647059,112.0000179
76561,41.17647059,112.0000179
76454,41.17647059,112.0000179
75838,41.17647059,112.0000179
78548,41.17647059,112.0000179
77660,41.17647059,112.0000179
78057,41.17647059,112.0000179
76687,41.17647059,112.0000179
78850,41.17647059,112.0000179
78066,41.17647059,112.0000179
77990,41.17647059,112.0000179
75560,41.17647059,112.0000179
78055,41.17647059,112.0000179
76471,41.17647059,112.0000179
77978,41.17647059,112.0000179
75555,41.17647059,112.0000179
79545,41.17647059,112.0000179
77364,41.17647059,112.0000179
75435,41.17647059,112.0000179
76455,41.17647059,112.0000179
77982,41.17647059,112.0000179
77624,41.17647059,112.0000179
78671,41.17647059,112.0000179
75933,41.17647059,112.0000179
75566,41.17647059,112.0000179
79506,41.17647059,112.0000179
76436,41.17647059,112.0000179
77458,41.17647059,112.0000179
75413,41.17647059,112.0000179
79756,41.17647059,112.0000179
77448,41.17647059,112.0000179
75656,41.17647059,112.0000179
75925,41.17647059,112.0000179
78624,41.17647059,112.0000179
77612,41.17647059,112.0000179
75571,41.17647059,112.0000179
75979,41.17647059,112.0000179
76444,41.17647059,112.0000179
78016,41.17647059,112.0000179
75859,41.17647059,112.0000179
78584,41.17647059,112.0000179
75974,41.17647059,112.0000179
79556,41.17647059,112.0000179
75644,41.17647059,112.0000179
79714,41.17647059,112.0000179
77423,41.17647059,112.0000179
77575,41.17647059,112.0000179
77474,41.17647059,112.0000179
75935,41.17647059,112.0000179
75402,41.17647059,112.0000179
75938,41.17647059,112.0000179
75770,41.17647059,112.0000179
77437,41.17647059,112.0000179
78121,41.17647059,112.0000179
75686,41.17647059,112.0000179
75418,41.17647059,112.0000179
75654,41.17647059,112.0000179
