,0,
75766,41.17647059,112.0000179
77414,41.17647059,112.0000179
76442,41.17647059,112.0000179
75831,41.17647059,112.0000179
77360,41.17647059,112.0000179
75630,41.17647059,112.0000179
77564,41.17647059,112.0000179
79762,41.17647059,112.0000179
75703,41.17647059,112.0000179
75956,41.17647059,112.0000179
77331,41.17647059,112.0000179
75422,41.17647059,112.0000179
75973,41.17647059,112.0000179
77488,41.17647059,112.0000179
76667,41.17647059,112.0000179
75568,41.17647059,112.0000179
75855,41.17647059,112.0000179
76384,41.54411765,113.0000181
78547,41.54411765,113.0000181
76857,41.54411765,113.0000181
75480,41.54411765,113.0000181
78160,41.54411765,113.0000181
78945,41.54411765,113.0000181
75633,41.54411765,113.0000181
76372,41.54411765,113.0000181
78962,41.54411765,113.0000181
75572,41.54411765,113.0000181
76450,41.54411765,113.0000181
78963,41.54411765,113.0000181
78870,41.54411765,113.0000181
78949,41.54411765,113.0000181
78884,41.54411765,113.0000181
77975,41.54411765,113.0000181
78063,41.54411765,113.0000181
77962,41.54411765,113.0000181
75966,41.54411765,113.0000181
75551,41.54411765,113.0000181
78861,41.54411765,113.0000181
77335,41.54411765,113.0000181
75503,41.54411765,113.0000181
75931,41.54411765,113.0000181
75455,41.54411765,113.0000181
75487,41.54411765,113.0000181
75558,41.54411765,113.0000181
77455,41.54411765,113.0000181
75493,41.54411765,113.0000181
77351,41.54411765,113.0000181
77615,41.54411765,113.0000181
78582,41.54411765,113.0000181
78881,41.54411765,113.0000181
78938,41.54411765,113.0000181
78363,41.54411765,113.0000181
75639,41.54411765,113.0000181
75954,41.54411765,113.0000181
75631,41.54411765,113.0000181
78161,41.54411765,113.0000181
75951,41.54411765,113.0000181
78056,41.54411765,113.0000181
77475,41.54411765,113.0000181
76233,41.54411765,113.0000181
78838,41.54411765,113.0000181
79788,41.54411765,113.0000181
76302,41.91176471,114.0000182
78045,41.91176471,114.0000182
78956,41.91176471,114.0000182
77957,41.91176471,114.0000182
75758,41.91176471,114.0000182
75638,41.91176471,114.0000182
77514,41.91176471,114.0000182
75440,41.91176471,114.0000182
78046,41.91176471,114.0000182
75840,41.91176471,114.0000182
77984,41.91176471,114.0000182
79504,41.91176471,114.0000182
75563,41.91176471,114.0000182
78801,41.91176471,114.0000182
78164,41.91176471,114.0000182
78147,41.91176471,114.0000182
75462,41.91176471,114.0000182
77457,41.91176471,114.0000182
78379,41.91176471,114.0000182
79065,41.91176471,114.0000182
77971,41.91176471,114.0000182
75457,41.91176471,114.0000182
78141,41.91176471,114.0000182
76629,41.91176471,114.0000182
78114,41.91176471,114.0000182
79226,42.27941176,115.0000184
79325,42.27941176,115.0000184
76645,42.27941176,115.0000184
79009,42.27941176,115.0000184
76351,42.27941176,115.0000184
76660,42.27941176,115.0000184
77465,42.27941176,115.0000184
76676,42.27941176,115.0000184
76621,42.27941176,115.0000184
76636,42.27941176,115.0000184
78947,42.27941176,115.0000184
79842,42.27941176,115.0000184
75860,42.27941176,115.0000184
79039,42.27941176,115.0000184
76627,42.27941176,115.0000184
76631,42.27941176,115.0000184
75668,42.27941176,115.0000184
75833,42.27941176,115.0000184
77853,42.27941176,115.0000184
77863,42.27941176,115.0000184
78159,42.27941176,115.0000184
76366,42.27941176,115.0000184
77964,42.27941176,115.0000184
76424,42.27941176,115.0000184
76055,42.27941176,115.0000184
77878,42.27941176,115.0000184
76435,42.64705882,116.0000186
77954,42.64705882,116.0000186
76692,42.64705882,116.0000186
78948,42.64705882,116.0000186
79035,42.64705882,116.0000186
76661,42.64705882,116.0000186
78942,42.64705882,116.0000186
76379,42.64705882,116.0000186
78629,42.64705882,116.0000186
76445,42.64705882,116.0000186
79830,42.64705882,116.0000186
76632,42.64705882,116.0000186
76470,42.64705882,116.0000186
79853,42.64705882,116.0000186
77872,42.64705882,116.0000186
76690,42.64705882,116.0000186
76448,43.01470588,117.0000187
79745,43.01470588,117.0000187
77864,43.01470588,117.0000187
76043,43.01470588,117.0000187
76623,43.01470588,117.0000187
77865,43.01470588,117.0000187
79510,43.01470588,117.0000187
78636,43.01470588,117.0000187
77837,43.01470588,117.0000187
75851,43.01470588,117.0000187
78076,43.01470588,117.0000187
77871,43.01470588,117.0000187
78067,43.01470588,117.0000187
75835,43.01470588,117.0000187
75847,43.01470588,117.0000187
76389,43.01470588,117.0000187
77856,43.01470588,117.0000187
77879,43.01470588,117.0000187
79789,43.38235294,118.0000189
76437,43.38235294,118.0000189
79360,43.75,119.000019
78022,43.75,119.000019
79359,43.75,119.000019
78071,43.75,119.000019
79045,44.11764706,120.0000192
79097,44.11764706,120.0000192
79027,44.11764706,120.0000192
76077,44.48529412,121.0000194
76634,44.48529412,121.0000194
76463,44.48529412,121.0000194
78614,44.48529412,121.0000194
76671,44.85294118,122.0000195
76637,44.85294118,122.0000195
76649,44.85294118,122.0000195
76665,44.85294118,122.0000195
79731,45.95588235,125.00002
78393,45.95588235,125.00002
78377,45.95588235,125.00002
79357,45.95588235,125.00002
79322,45.95588235,125.00002
78340,46.32352941,126.0000202
76652,47.05882353,128.0000205
78061,47.42647059,129.0000206
76861,47.42647059,129.0000206
78017,47.42647059,129.0000206
76932,47.79411765,130.0000208
78005,48.16176471,131.000021
76228,48.52941176,132.0000211
79741,48.52941176,132.0000211
76230,48.52941176,132.0000211
76681,48.89705882,133.0000213
78151,48.89705882,133.0000213
78117,48.89705882,133.0000213
76365,48.89705882,133.0000213
75127,48.89705882,133.0000213
76825,48.89705882,133.0000213
75939,48.89705882,133.0000213
78118,48.89705882,133.0000213
75153,48.89705882,133.0000213
78569,49.26470588,134.0000214
76530,49.26470588,134.0000214
79331,49.63235294,135.0000216
75432,50.73529412,138.0000221
79720,51.10294118,139.0000222
77963,51.47058824,140.0000224
76834,51.83823529,141.0000226
76251,52.20588235,142.0000227
76255,52.57352941,143.0000229
75058,52.94117647,144.000023
78011,52.94117647,144.000023
75926,52.94117647,144.000023
75090,52.94117647,144.000023
79345,52.94117647,144.000023
76245,52.94117647,144.000023
75092,52.94117647,144.000023
75426,52.94117647,144.000023
75414,52.94117647,144.000023
77861,52.94117647,144.000023
75020,52.94117647,144.000023
79088,52.94117647,144.000023
75459,52.94117647,144.000023
79501,52.94117647,144.000023
78102,52.94117647,144.000023
75412,52.94117647,144.000023
79553,52.94117647,144.000023
77538,52.94117647,144.000023
75472,52.94117647,144.000023
75021,52.94117647,144.000023
79511,52.94117647,144.000023
75448,52.94117647,144.000023
76531,52.94117647,144.000023
75845,52.94117647,144.000023
79086,52.94117647,144.000023
75417,52.94117647,144.000023
75076,52.94117647,144.000023
79029,52.94117647,144.000023
76005,52.94117647,144.000023
77830,52.94117647,144.000023
76264,52.94117647,144.000023
79520,52.94117647,144.000023
75489,52.94117647,144.000023
79316,53.30882353,145.0000232
76821,53.30882353,145.0000232
79019,53.30882353,145.0000232
75550,53.30882353,145.0000232
78026,53.30882353,145.0000232
79052,53.30882353,145.0000232
79566,53.30882353,145.0000232
76853,53.30882353,145.0000232
79525,53.30882353,145.0000232
78065,53.30882353,145.0000232
78389,53.67647059,146.0000234
75960,53.67647059,146.0000234
79031,53.67647059,146.0000234
79064,53.67647059,146.0000234
76458,54.41176471,148.0000237
76427,54.41176471,148.0000237
79339,54.77941176,149.0000238
75565,55.14705882,150.000024
78598,55.51470588,151.0000242
78580,55.51470588,151.0000242
78561,55.51470588,151.0000242
78594,55.51470588,151.0000242
75977,55.88235294,152.0000243
77614,56.61764706,154.0000246
75932,56.61764706,154.0000246
75972,56.98529412,155.0000248
77453,57.35294118,156.000025
77443,57.35294118,156.000025
75928,57.35294118,156.000025
78834,58.08823529,158.0000253
78839,58.08823529,158.0000253
79201,58.45588235,159.0000254
75451,58.82352941,160.0000256
76875,58.82352941,160.0000256
75105,59.92647059,163.0000261
78355,60.29411765,164.0000262
78860,60.66176471,165.0000264
78872,61.39705882,167.0000267
75431,62.13235294,169.000027
78837,62.13235294,169.000027
79078,62.13235294,169.000027
76878,62.13235294,169.000027
76844,62.86764706,171.0000274
75930,63.23529412,172.0000275
75929,63.60294118,173.0000277
76901,64.70588235,176.0000282
76904,64.70588235,176.0000282
77468,64.70588235,176.0000282
76935,64.70588235,176.0000282
76934,64.70588235,176.0000282
76905,64.70588235,176.0000282
76957,64.70588235,176.0000282
76903,65.07352941,177.0000283
79096,65.44117647,178.0000285
79546,66.17647059,180.0000288
78829,66.17647059,180.0000288
77376,66.54411765,181.000029
77350,66.54411765,181.000029
78879,66.54411765,181.000029
76429,66.54411765,181.000029
79057,66.54411765,181.000029
79532,66.54411765,181.000029
78873,66.54411765,181.000029
78833,66.54411765,181.000029
76872,66.54411765,181.000029
76849,67.64705882,184.0000294
76370,69.48529412,189.0000302
77451,69.48529412,189.0000302
78558,69.85294118,190.0000304
79772,70.58823529,192.0000307
79350,70.58823529,192.0000307
79312,70.95588235,193.0000309
76464,71.32352941,194.000031
77994,71.32352941,194.000031
79371,71.32352941,194.000031
79347,72.42647059,197.0000315
76474,72.42647059,197.0000315
76460,72.79411765,198.0000317
78830,74.26470588,202.0000323
79742,75,204.0000326
77533,75.36764706,205.0000328
76666,76.83823529,209.0000334
75959,77.57352941,211.0000338
75968,77.57352941,211.0000338
75948,77.94117647,212.0000339
79538,78.67647059,214.0000342
75450,79.04411765,215.0000344
75433,79.77941176,217.0000347
76430,79.77941176,217.0000347
79512,79.77941176,217.0000347
75420,79.77941176,217.0000347
76882,79.77941176,217.0000347
75478,79.77941176,217.0000347
77661,79.77941176,217.0000347
75471,79.77941176,217.0000347
77560,80.14705882,218.0000349
79521,80.14705882,218.0000349
79547,80.14705882,218.0000349
79544,80.14705882,218.0000349
75101,80.14705882,218.0000349
79022,80.51470588,219.000035
79323,80.51470588,219.000035
77597,80.51470588,219.000035
78827,80.88235294,220.0000352
79719,81.25,221.0000354
77950,81.98529412,223.0000357
79356,82.35294118,224.0000358
79061,82.72058824,225.000036
79079,82.72058824,225.000036
79081,82.72058824,225.000036
79530,83.45588235,227.0000363
79543,83.45588235,227.0000363
75481,83.82352941,228.0000365
79565,83.82352941,228.0000365
76871,83.82352941,228.0000365
76828,86.39705882,235.0000376
79744,86.76470588,236.0000378
76832,86.76470588,236.0000378
76877,86.76470588,236.0000378
79735,86.76470588,236.0000378
76680,86.76470588,236.0000378
79013,87.86764706,239.0000382
78344,88.60294118,241.0000386
78369,88.97058824,242.0000387
78832,89.33823529,243.0000389
77470,89.33823529,243.0000389
75415,89.70588235,244.000039
78384,90.80882353,247.0000395
75687,90.80882353,247.0000395
78341,90.80882353,247.0000395
79261,91.54411765,249.0000398
79245,91.54411765,249.0000398
79070,91.54411765,249.0000398
78019,91.91176471,250.00004
76945,91.91176471,250.00004
79235,91.91176471,250.00004
77655,91.91176471,250.00004
79241,91.91176471,250.00004
75482,92.64705882,252.0000403
78618,93.01470588,253.0000405
79082,93.01470588,253.0000405
76933,93.01470588,253.0000405
76888,93.38235294,254.0000406
79533,93.75,255.0000408
78375,93.75,255.0000408
78027,93.75,255.0000408
77367,93.75,255.0000408
75202,94.11764706,256.000041
77440,94.11764706,256.000041
79370,94.11764706,256.000041
79005,94.11764706,256.000041
76845,94.11764706,256.000041
78361,94.48529412,257.0000411
78008,94.48529412,257.0000411
77629,94.48529412,257.0000411
78588,94.85294118,258.0000413
76854,95.22058824,259.0000414
76842,95.22058824,259.0000414
79237,96.32352941,262.0000419
77369,96.69117647,263.0000421
79239,96.69117647,263.0000421
77446,97.05882353,264.0000422
78590,97.05882353,264.0000422
78675,97.05882353,264.0000422
76852,97.05882353,264.0000422
78116,97.05882353,264.0000422
75437,97.05882353,264.0000422
79743,97.79411765,266.0000426
77968,97.79411765,266.0000426
79713,97.79411765,266.0000426
77905,97.79411765,266.0000426
76864,97.79411765,266.0000426
79355,97.79411765,266.0000426
77904,97.79411765,266.0000426
79534,97.79411765,266.0000426
79381,97.79411765,266.0000426
79098,97.79411765,266.0000426
77901,97.79411765,266.0000426
78563,98.16176471,267.0000427
79373,98.89705882,269.000043
75157,98.89705882,269.000043
79018,99.63235294,271.0000434
