RegionName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022
78574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87338,87277,87360,87708,87582,87339,86561,86532,86472,86566,86407,86393,86646,86637,86480,86453,86606,86730,86616,86374,86316,86332,85787,85294,84785,85154,85359,85460,85474,85418,85251,84996,85989,87094,88327,88285,88293,88063,87773,87390,86943,86625,86473,87588,88396,89071,88826,88358,87732,87022,87511,87550,87746,87202,87111,86849,86489,86090,85492,85053,84750,84683,84886,85362,86083,86910,87395,87924,88459,89063,89175,88966,88772,89257,90051,91374,92300,92696,92485,92434,92455,92755,92828,92874,92680,92805,92739,93226,93681,94698,95523,96095,96143,95907,95821,96154,96718,97230,97782,98288,98954,99841,100280,100589,100605,101164,101279,101304,100815,100753,100740,100970,101039,101172,101649,102372,103183,103613,104227,105012,105876,106667,107217,107795,107857,107188,106523,106012,105919,105663,105568,105778,106360,106902,107705,108486,109307,110355,111522,112507,113806,114890,116500,117662,118346,118876,119263,120116,120887,121369,122146,122463,122852,121873,121397,121616,123096,124565,125491,126053,126306,126819,127985,129361,130743,132279,133921,135398,136836,137915,138575,138961,140049,142159,144545,146818,148618,150388,152682,155540,158526,161350,164236,166560,169341,171740,174438,177052
75071,200745,200052,199884,199077,198728,198502,198664,198848,199087,199528,200167,200598,200694,200741,200594,200930,201137,201461,201514,201652,201923,201917,201666,201060,200751,200899,201224,201590,201691,201694,201765,202450,203273,203990,204354,204930,205256,205387,205308,205586,205647,206139,206688,207173,207350,207003,207035,206980,207300,208704,210890,213334,214600,215186,215275,215546,216127,216910,216646,216933,217241,218144,218262,218549,218860,218840,218996,218866,219299,219279,219557,219024,218051,217331,217288,218127,219704,220863,221460,221812,222504,223831,224886,225705,225384,224267,223258,223591,224608,225850,226825,227581,228189,228178,228670,229096,228171,226533,224554,223981,223091,222138,221115,220552,220273,219983,219788,219319,218812,217865,217324,216568,215815,214997,215113,215260,215335,214405,214570,215006,215919,216489,217559,218796,219377,219051,217885,216063,213996,212333,211043,210368,210118,210022,209177,207913,207036,206712,206972,207261,207688,208233,208387,208061,208123,209216,211145,213400,214858,216052,216491,217038,217796,218359,219454,220742,223058,225447,227914,229326,230909,232939,235374,237566,239069,240579,242375,244600,246746,249224,251169,253321,254712,256928,258957,260481,261350,262534,264084,265769,268772,272511,276917,279920,282931,286008,288319,289995,290852,292476,294151,296737,299486,302911,305526,307544,309579,311190,313039,314852,316563,318795,320786,322999,325267,326500,327006,327792,329579,332016,333308,334010,335149,336277,337695,338421,338222,338801,340368,342021,342517,342020,341539,340660,339801,339634,340222,341129,342175,342062,341098,339602,338921,338139,337750,337764,338930,339527,340153,339696,340545,340158,340760,340623,341453,342403,344308,347819,351776,356528,360456,364330,366746,371589,379273,389968,402754,415971,431908,444574,455390,464156,477148,491264,507524,521266,533697,548543,563671,576405,578132,574322
78753,128051,128462,128645,129327,129872,130529,130524,130949,131423,132617,133304,134103,134602,135214,135651,136280,136935,137516,137765,137902,137781,137842,137947,138095,138476,138683,139329,139745,140498,140802,141064,141173,141754,142219,142182,141689,141292,141160,141214,141103,141088,140833,140591,140078,139470,138908,138685,138663,138747,139016,139089,139231,139268,139525,140022,140498,141293,141546,141748,141765,142046,142319,142510,142841,143086,143694,143770,144192,144411,144920,145167,145631,146245,146856,147188,147532,147930,148350,148799,149563,150491,151131,151488,151754,152172,152293,152318,152294,152676,153309,154408,155471,156509,157254,157822,158449,158687,158678,158510,158334,158133,157131,156534,156008,155707,155052,153490,152218,151353,151050,150815,150379,150582,150890,151168,150990,150826,150877,151879,152721,153039,153051,153103,153383,153603,153305,152613,152045,151384,150610,149097,147985,147247,147068,146792,146748,146084,145263,144110,144031,144022,144042,143500,143298,143556,144223,145013,145818,146539,147496,148265,148289,147743,147457,147636,148629,149684,151004,152940,155385,158040,160055,161701,163328,165385,167308,169542,171011,172374,173321,174324,175673,176990,178739,179850,180889,181981,183629,185440,186985,188646,190288,191979,193032,194234,195510,198062,200384,202736,204586,206888,209583,212235,214717,217101,219104,220549,222127,224272,225944,227802,230383,233721,236140,237218,238196,239794,241747,243352,244762,245080,244856,244437,244979,246561,248213,249721,250598,251138,251770,253219,255167,256830,258174,258950,260396,261185,262505,263445,265500,266830,268351,268939,269641,270202,271286,273423,274946,277018,279072,282422,285269,288318,291755,294494,295920,296901,299919,304707,309778,315374,319845,325281,335291,348770,366863,385312,406615,423418,433993,437063,439977,443142,451995,460544,472104,483131,491724,497641,492819,483487,473267
77015,77033,77124,77057,77111,77061,77124,77209,77448,77811,78195,78746,79122,79153,78929,78535,78276,78174,78136,78100,77814,77838,78048,78370,78498,78662,78956,79514,80103,80547,80982,81493,82160,82642,82953,83240,83569,83938,84214,84587,84955,85182,85363,85574,85854,86029,86063,86036,86030,86253,87095,88539,89528,90702,91080,92090,92465,93318,94055,95214,96436,97563,98444,99048,99536,99582,99686,99554,99808,99648,99584,99246,99060,98822,98530,98552,98838,99671,100182,100648,100691,101171,101729,102466,103068,103654,103766,103630,103620,103848,104322,104491,104817,104947,105126,105192,105245,104686,104037,103547,103475,103042,102456,101879,101321,100524,99751,98842,98197,97671,97734,97445,97181,97088,97361,97800,97675,97454,97056,97279,97443,97334,97180,97386,97750,97754,97364,96435,95173,93967,93048,92549,92044,91652,91092,90220,89292,88739,88495,88587,88707,88929,89068,88565,88282,88110,88355,88529,88743,88971,89199,89608,89700,89641,89193,89155,89071,89118,89652,90893,92337,93327,93764,94212,94755,95699,96630,97587,98090,98645,99083,99348,99845,100528,101673,102441,103816,104655,105509,105712,106402,107472,108593,110070,111200,112080,112434,112548,112943,113217,113775,114171,114758,115751,116409,116853,116912,117531,118587,119901,120092,120121,120270,121758,123195,123919,124710,125605,126884,127937,128842,129352,129537,129612,129755,130250,131184,132556,133558,134302,135170,136453,137656,138662,139374,140312,141490,142711,143908,145199,146465,147274,147701,148167,149083,149994,151135,151862,152848,153333,153969,154230,155129,156152,157449,158053,158725,159262,160495,162387,164530,166443,168078,169532,171716,172783,174091,175382,178539,182040,186263,189637,192515,194232,196024,197977,201074,205432,210133,214215,217304,219471,221175
77840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162023,162106,162057,161838,162141,162859,163753,163994,163820,164026,164166,164427,164466,164420,164971,165641,166850,167830,169141,169709,169576,168933,168622,168442,168269,168477,168176,167730,167161,167506,167681,167653,167265,166779,166193,165814,165691,166026,166108,166312,166105,166000,166054,167770,169330,170947,170542,170766,170624,171586,172209,172997,173264,173792,174514,175218,175805,176260,176523,176681,176738,177092,178157,179482,181334,182943,184493,187213,189484,192017,192986,194256,195381,196732,198105,199524,201202,202715,204377,205317,206127,206508,207115,208331,209559,211132,212615,214342,215652,216476,217087,217788,219272,220482,222617,223896,226031,227492,229391,230267,230606,229975,230245,231098,232911,234614,236269,237847,239285,240343,240783,241202,241636,242238,242070,241804,241086,241251,241911,243048,244052,244398,244749,244996,245429,245595,245370,245204,245899,,232381,224454,,223116,223559,224395,226997,229422,232199,233065,233584,234545,235962,238184,240032,241561,242635,244199,246078,249248,252919,256137,259174,261863,264757,267528,270766,275201,280432,285298,290065,294539,298526,302084
77386,163827,163788,164024,164184,164284,164058,163858,163925,164238,164660,165036,164463,163476,162613,162677,163013,163063,162925,162866,162846,162809,162503,162270,162036,162289,162324,162265,161941,161884,162256,163230,164404,165233,165493,165952,166520,167318,167805,168203,168508,168471,168357,168165,168362,168944,169596,169795,169837,170210,171031,171865,172602,173707,175014,176309,176996,177594,178273,179053,180431,181460,182077,182172,182287,182599,182905,182953,183110,183074,183049,183057,183000,183038,183312,183935,184948,185588,186125,186689,187585,188400,189091,190048,191090,191794,192156,192247,192740,193404,194202,194940,195256,195245,195312,195535,195958,196176,197298,198256,198996,199074,198852,198355,196555,195294,194500,193871,193330,193024,193492,193880,193784,193519,193296,192966,192697,191765,190953,190524,190367,190617,190716,191205,191409,191739,191816,191431,191048,190403,189954,189009,188152,187360,186408,185375,184299,183514,182729,182260,182190,182452,182152,181272,180995,181825,183198,184335,185497,186351,187023,187205,187687,188405,189006,189760,190168,190929,191861,193131,194221,195388,196451,197916,199154,200888,202739,204399,206269,207988,210007,211291,212578,213876,215528,216981,218886,220691,222727,224461,225679,226617,227801,229612,231736,232991,234476,235716,236811,237503,237924,238804,239382,239409,238965,238460,238655,239044,239415,239433,238825,238375,238270,238634,239314,240007,240803,241348,241418,241722,241920,242648,243094,243510,244291,245767,246620,246346,245434,245680,246704,248061,248775,249469,250330,251486,252483,252241,251783,251366,251821,251947,252061,252605,253648,254453,254751,254496,254527,254385,255599,256497,258665,259047,260158,260257,260821,261042,261922,263983,266446,268658,270285,272551,274935,278309,281683,287157,293588,301094,308210,315073,321288,326228,330851,335154,341368,348526,357415,365549,371846,376050,376663
78504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135295,135254,135130,135036,134703,134343,133925,134143,134416,135065,135631,136489,137106,137393,137604,137823,138313,138567,138856,138979,139210,139340,138898,138514,138102,138100,138130,138188,138177,138067,137845,137615,136307,134915,133664,133309,133290,132814,134861,136840,138482,137808,137193,137301,137108,136491,135918,135280,134742,134108,133984,133800,134204,134304,134181,133741,133625,133734,133689,133711,133907,134339,134240,134247,134232,134827,135371,135672,135696,135784,136078,136212,136632,137102,137846,138321,138672,138834,139053,139305,139918,140422,140858,140888,141075,141701,142405,143348,144417,145587,146395,146758,147227,147676,148060,148539,149039,149527,149800,150091,150474,151043,151589,152155,152370,152742,153139,153830,154378,155106,155767,156430,156939,157491,158042,158561,159213,159793,160393,160927,161647,162491,163077,163548,163564,163439,163425,163752,164279,164789,165160,165693,166123,166717,167131,167731,168269,168676,168917,169006,169524,170021,170315,170488,170456,170559,170611,171101,171799,172440,173038,173860,174626,175259,175754,176683,177657,178553,179089,179763,180305,181044,181679,182532,183873,185592,187769,189609,191449,192920,194001,195362,197301,199931,202616,205684,209440,213072,216500,219123,221960,224676,227832,230892,234239,238200,242488,246760
78254,139477,139678,139789,140099,139070,137917,136711,136840,136958,136949,136801,136737,136709,136636,136467,136262,136217,136455,136722,136997,136999,137157,137188,137270,137220,137229,137482,137937,138543,139051,139430,139831,140336,140809,141295,141538,141781,141794,141757,141896,142215,142772,143276,143870,144300,144501,144231,144308,145305,147419,149062,150614,151396,152524,153397,153868,154971,155652,156904,157263,157637,158067,158794,159549,160216,160704,161094,161343,161793,162474,162937,163192,163320,163722,164170,164671,165374,166347,167294,168145,169135,170382,171742,173051,173705,173582,172998,172692,173470,174489,175720,176592,177273,177854,178347,178990,178594,177919,177029,176928,176816,176475,175930,175105,174477,174029,173784,173533,173277,172880,172766,172477,172197,171508,170951,170059,169378,168942,169128,169337,169770,170250,170915,171389,171684,171600,171379,171207,170902,169988,168646,167627,167274,167005,167248,166964,166759,165835,165358,165002,164798,164623,164611,164293,164199,164550,165641,166703,167591,168196,168270,168180,167678,167751,168212,169018,170203,171098,171827,172081,172140,172898,173916,175692,177240,178566,179236,179803,180571,181767,182839,183714,184676,185264,185671,185683,185956,186506,187339,188434,189256,190421,191207,192243,192483,193416,194469,196067,197145,198159,198593,199411,200330,200820,201516,202719,204535,205705,205903,206273,206812,207364,207966,209012,210782,212446,213376,213659,213786,214345,215118,215950,216736,217701,218703,218934,218682,218491,219424,220445,221613,222360,223211,223819,224037,224552,224910,226308,227290,228696,228991,229577,229899,230437,231036,231463,232402,233120,234174,234271,234574,234489,235189,235801,236527,237106,238081,239498,241659,244236,246678,249041,251155,253800,256496,260413,265425,272219,279073,285943,290648,295200,299545,305128,310614,315725,322505,329283,335523,339218,340765,341093
78247,113353,113589,113730,114059,113174,112240,111214,111281,111291,111258,111162,111109,111044,110972,110879,110731,110670,110572,110531,110515,110568,110687,110733,110763,110774,110820,111031,111411,111726,111994,112308,112862,113402,113794,114203,114472,114624,114571,114524,114660,115061,115654,116201,116647,116998,117277,117286,117479,118419,120235,121626,122933,123469,124196,124543,124820,125637,126165,126976,127361,127786,128251,128684,129239,129740,130088,130143,130134,130206,130573,130812,131030,131313,131663,132021,132311,132760,133553,134682,135530,136551,137455,138786,139889,140514,140597,140743,141139,142554,143860,145231,146097,146883,147799,148512,149317,149165,148770,148265,148338,148468,148446,148184,147761,147285,146865,146591,146194,145925,145559,145516,145368,145083,144606,144219,143591,142958,142529,142505,142552,142620,142888,143357,143718,144063,144127,144088,144124,144015,143489,142395,141483,141127,140850,140944,140678,140528,139897,139658,139388,139375,139246,139379,139172,139008,139228,140205,141198,141948,142379,142566,142539,142025,141909,142413,143303,144440,145230,145686,145827,145871,146678,147564,148909,150012,151047,151587,152090,152770,153861,154768,155623,156521,157194,157712,157851,158161,158704,159467,160572,161440,162774,163715,164770,165091,165942,166827,168155,169078,170047,170683,171753,172999,173671,174460,175683,177447,178672,178985,179444,179967,180449,181108,182346,184501,186671,188037,188531,188753,189346,190336,191409,192668,194033,195360,195779,195738,195715,196687,197655,198837,199719,200612,201266,201524,202300,202903,204534,205773,207490,208077,208778,209242,209869,210554,211027,211962,212466,213127,212944,213428,213572,214653,214677,214952,214917,216178,217510,219717,222099,224399,226290,228042,230479,233105,236595,241059,247058,252992,259113,263289,267198,270689,275037,279440,283738,289199,294913,299805,302783,303758,303877
75115,133815,133997,134279,134616,134860,134928,134950,135087,135426,135787,136223,136682,137107,136569,136371,136358,136988,136714,136247,135909,135663,135630,135469,135414,135179,135215,135522,136079,136665,137279,137938,138721,139602,140266,140866,141403,142046,142441,142649,142539,142544,142611,142540,142543,142440,142776,142982,143188,144180,146156,148984,150891,151831,151999,152280,152530,152850,153411,154639,155218,156338,156012,156226,155924,156264,156958,157412,157695,157355,156536,155996,155226,154627,154695,155003,155691,156087,156652,156529,156225,156085,157141,157751,158487,157668,156713,155618,155984,157110,158110,158751,159168,159792,159846,160072,160308,159574,157783,155522,153754,152559,151108,150302,148613,146684,144363,142130,140739,140146,140698,140986,140751,140271,139415,138679,138481,139193,139890,140292,140110,139972,139933,139745,140060,140048,140598,140293,139469,137729,136585,135237,135164,134672,134713,134176,133530,132703,131710,131588,130935,130533,129294,128520,126749,126155,126703,128070,128345,128185,128379,129101,129723,130428,131074,131896,132605,133577,134007,134627,135445,136754,138192,139266,139847,140821,142119,144027,145432,145483,145484,145467,146538,147894,149495,149389,149422,149362,150696,152249,153683,153874,153606,153387,155264,157480,159674,161579,162094,162755,163577,165442,167231,166852,166403,165851,167403,169343,171578,173736,175048,176399,177814,179781,181380,182714,183941,185323,186758,188192,189325,190598,190894,191501,192101,193843,196133,198984,201647,203721,205423,206916,208284,209759,212419,214427,215797,216322,217715,220073,222270,223911,224433,224444,224541,225059,226596,228135,228733,228818,229233,231233,232918,234310,234339,234003,234021,234634,236730,238987,241660,243393,245451,248113,251351,254425,257539,261596,267058,272994,281224,289184,295533,299312,302868,308551,316554,324277,333381,340060,346643,349392,350288
75007,150862,151243,151531,151969,152189,151850,151456,151107,151283,151679,151985,152430,152661,152756,152593,152374,152234,152163,152128,152290,152415,152471,152381,152252,152528,153010,153389,154017,154166,154986,155507,156333,156529,156542,156656,156931,157213,157457,157521,157819,157928,158081,157775,157727,158039,158395,158602,158584,159126,159926,161189,161884,162663,163040,163484,163591,163632,163807,164148,164311,164497,164503,164520,164558,164925,165441,165885,166157,166300,166613,166934,167312,167494,167679,167973,168247,168415,168702,169278,170132,170916,171591,171828,172098,172063,172062,172116,172244,172616,172814,173284,173756,174347,174643,174837,174683,174268,173696,173242,173064,172940,172748,172557,172246,171766,171147,170758,170633,171042,171294,171759,171733,171734,171240,170742,170287,170030,170066,,173688,174080,173004,172192,172773,173237,173363,172708,171736,170957,170461,169250,168226,167177,166841,166341,166079,166205,166352,166809,166483,165866,164804,164399,164470,164828,165550,166317,167340,168211,168843,169080,168956,168976,169241,170015,170972,172011,172859,174067,175615,177248,178895,180585,181526,182098,182651,183807,184961,186007,187596,189153,190628,191509,192645,193847,195215,195480,195597,196071,197841,200135,202312,204813,207143,209602,211732,214112,216017,217881,219836,221853,224002,226116,228602,230857,232911,234841,237071,239425,240553,241609,242909,245196,247277,248916,250948,253380,255627,256936,257931,257657,258809,260682,263972,266204,267829,269576,271438,272875,273975,275301,276232,275851,275780,276748,278705,280192,281131,282357,282729,282445,281981,282107,282489,283051,282839,282886,282331,282611,282321,282605,283202,284355,285749,287107,288284,289599,291716,294781,298009,300450,303246,305897,310594,315070,320925,327223,335058,344384,353076,360708,366001,372080,379187,388733,398137,406720,415662,423533,430592,431240,429424
78852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91414,91602,91625,91906,91943,91926,91608,91360,91239,91120,91198,91222,91319,91301,91425,91805,92088,92198,91901,91672,91542,91388,91169,90767,90551,90348,90224,90265,90334,90544,90462,90463,90416,90532,90604,90825,91114,91425,91617,91969,92364,92774,92876,93037,93247,93587,93973,94404,94813,95213,95608,96307,96967,97567,98448,99440,100586,101229,101828,102459,103100,103758,104360,105152,106023,106773,107359,107915,108630,109367,110088,110853,111771,112549,113244,113919,114854,115773,116650,117323,118004,118667,119414,120242,121024,121901,122684,123649,124538,125465,126441,127084,127762,128239,129082,129795,130279,130613,131177,131813,132436,132119,131980,131994,132911,133630,134267,134623,135057,135322,135671,136077,136414,136878,137191,137729,138165,138651,139302,139539,139581,139514,139929,140646,141364,142060,142918,143651,144161,144243,144381,144552,144510,144222,144505,144495,144713,144526,144866,145223,145376,146162,146928,149591,152225,155261,156764,158170,159428,160868,162294,163603,164454,165028,168037,171218,175262,176879,178446,179314,181742,184261,186679
75287,200357,199725,199788,199558,199778,199745,199765,199927,200290,200860,201385,201845,201942,201966,201757,201495,201343,200849,200461,200051,200223,200413,200450,200808,201273,201831,201575,201529,201195,201615,202005,202623,202589,202643,202637,202742,202438,202303,202249,202614,202815,203042,202840,202985,203443,204041,204537,204817,205192,206552,208522,211160,212855,214118,214680,215463,216429,217741,218128,218753,219299,220272,220983,221373,222237,222919,224337,225531,226566,227116,227787,228510,228623,228542,228497,229007,230027,230929,231993,232743,233602,234465,235408,236191,236077,235212,234574,234809,235619,236095,236465,236566,237023,237287,237839,238322,237697,236965,236136,236351,236364,236053,235686,234876,234324,233885,234066,233978,234166,233942,234146,233688,233301,232605,232482,232098,231976,231385,232682,233596,234196,233712,233676,234441,234553,234024,232451,230938,229282,227928,226156,225329,224931,225019,224340,223217,222708,222650,223389,223439,223317,222804,222350,221809,221726,222695,224187,226096,226997,227377,226971,226825,226994,227260,228128,229519,231352,232871,234334,235400,236869,238627,240833,242410,243355,244414,245911,247721,249536,251713,253587,255367,256592,258498,260202,261839,262756,263847,264886,266263,268716,271695,275287,277985,280827,283549,285819,286082,285784,286008,287951,291107,293842,296675,298796,301236,303685,305854,307887,309421,310855,312880,315011,317046,318795,320606,322219,324056,325893,327896,328843,330055,331905,333937,335236,335740,335768,336386,337718,339024,340037,340267,339951,339742,339633,340197,340668,341123,342477,342862,342343,341071,340385,339947,339594,340208,341504,342116,342267,341467,342219,342572,343878,344388,345244,345955,347371,350097,353777,358027,361276,364276,366098,370148,375496,383099,391883,401962,413973,423799,431720,437613,445463,454154,465657,476498,486754,498208,508960,517576,516688,512243
75149,77056,77034,77093,77188,77331,77429,77585,77876,78186,78492,78803,79288,79697,79500,79481,79522,79916,79848,79794,79976,80182,80426,80571,80809,80920,81145,81380,81811,82278,82845,83365,83792,84169,84420,84707,84994,85219,85400,85679,86058,86436,86837,87048,87242,87337,87640,87986,88213,89003,90360,92114,93184,93436,93299,93195,93202,93074,93051,93216,93154,93520,93256,93282,93127,93336,93769,93845,93996,94038,93905,94029,93976,94044,94240,94439,94848,95283,95474,95234,94575,94408,94854,94962,94984,94377,93965,93697,93993,94639,95096,95567,96014,96565,96679,96782,96875,96313,95265,94230,93720,93439,92898,92733,92112,91329,90239,89013,88225,87329,87190,87037,87186,86981,86612,86405,86546,86824,86946,87201,87196,86847,86346,85850,85935,85982,86230,85765,84941,83757,82814,82012,81773,81605,81296,80559,79592,78768,78502,78712,78716,78450,78040,77821,77375,76880,76869,76897,76727,76579,76801,77677,78139,78476,78547,79040,79333,79444,79169,79017,79545,80406,81493,82293,83091,83973,84860,85527,86010,85622,85260,84926,85279,86141,87158,87774,88184,88676,89515,90646,91536,90366,89059,88052,90076,92608,95283,97618,98668,99772,100884,102697,104214,106172,108362,110664,112460,114636,117076,120176,122627,125126,127228,129540,131645,132998,134370,135429,136685,137599,137735,137517,136666,136530,136939,138058,139660,142333,145365,148310,150277,152102,153688,155475,158240,160169,161923,162637,164248,166768,169332,171411,171953,171721,171069,170573,171191,172484,172652,172330,171705,173491,175327,177487,177918,177738,177071,176975,178247,180025,182553,184105,186234,188538,191456,193859,196176,198479,202174,205902,211877,217789,223421,227008,230222,234445,240245,246041,253431,259102,264499,265897,265811
78681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224575,224051,223875,223828,224205,224728,224543,224302,223921,223914,223202,222609,221712,221164,220611,220047,219744,218500,217218,216086,215572,215092,215230,215758,216703,217187,216734,216332,215538,215510,215736,216102,216633,217264,217946,217302,216305,214678,213237,211939,210337,209263,207134,206714,207012,207951,207254,207354,207514,208663,208749,208654,209012,210174,211542,213283,213851,215059,215981,217353,218913,219210,219854,220116,221386,223889,225626,227316,227807,229200,231050,233335,235785,237975,240398,242782,245314,246090,248424,250958,254697,256994,258571,259604,260736,262373,263896,265724,267368,269467,270294,271093,272417,274562,276270,277243,278003,280077,282848,284749,286192,287926,290666,292822,293537,293811,294662,297257,299905,302299,304201,306575,308541,310223,311279,312197,312263,312848,313625,313664,313226,312182,312885,314824,317055,319127,320134,321451,322791,323689,324356,324651,325450,327120,329308,330733,332261,334184,338046,340459,340916,340569,340780,342048,343018,344337,341792,339230,337224,339372,341350,343269,345650,347975,349625,352127,355356,360648,366071,373083,380159,385722,396661,415271,442137,468434,492968,513453,530964,542765,552228,564024,576456,593399,606736,617633,624967,629783,626919,616539,601728
